rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1516,2000,Construction & Engineering,,53.0,India,,,Construction & Engineering,India,,True,U,M,6/30/1969 0:00,Reddy,P.V. Krishna,,4/4/2023 5:01,,,1969.0,6.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1516,2000,Metals & Mining,,46.0,Australia,,,Metals & Mining,Australia,,False,D,F,3/19/1977 0:00,Rinehart,Bianca,,4/4/2023 5:01,,,1977.0,3.0,19.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1516,2000,Metals & Mining,,36.0,Australia,,,Metals & Mining,Australia,,False,D,F,9/6/1986 0:00,Rinehart,Ginia,,4/4/2023 5:01,,,1986.0,9.0,6.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1516,2000,Finance & Investments,,87.0,United States,,,Finance & Investments,United States,,True,D,M,12/23/1935 0:00,Sanford,T. Denny,,4/4/2023 5:01,South Dakota,Midwest,1935.0,12.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1516,2000,Manufacturing,,71.0,India,,,Manufacturing,India,,True,U,M,10/7/1951 0:00,Shah,Bhadresh,,4/4/2023 5:01,,,1951.0,10.0,7.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1516,2000,Media & Entertainment,,66.0,Poland,,,Media & Entertainment,Poland,,True,D,M,8/4/1956 0:00,Solorz-Zak,Zygmunt,,4/4/2023 5:01,,,1956.0,8.0,4.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
1516,2000,Fashion & Retail,,67.0,Germany,,,Fashion & Retail,Germany,,False,E,F,5/30/1955 0:00,Stroeher,Sylvia,,4/4/2023 5:01,,,1955.0,5.0,30.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1516,2000,Technology,,69.0,Indonesia,,,Technology,Indonesia,,True,D,M,9/23/1953 0:00,Sugiri,Otto Toto,,4/4/2023 5:01,,,1953.0,9.0,23.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1516,2000,Sports,,77.0,Canada,,,Sports,Canada,,True,N,M,7/1/1945 0:00,Tanenbaum,Larry,,4/4/2023 5:01,,,1945.0,7.0,1.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1516,2000,Finance & Investments,,76.0,Thailand,,,Finance & Investments,Thailand,,True,E,M,1/1/1947 0:00,Thongtang,Wichai,,4/4/2023 5:01,,,1947.0,1.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1516,2000,Finance & Investments,,83.0,Romania,,,Finance & Investments,Romania,,True,U,M,5/9/1939 0:00,Tiriac,Ion,,4/4/2023 5:01,,,1939.0,5.0,9.0,123.78,3.8,250077444017.0,49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676
1516,2000,Metals & Mining,,37.0,United States,,,Metals & Mining,Australia,,False,D,F,8/13/1985 0:00,Welker,Hope,,4/4/2023 5:01,New York,Northeast,1985.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1516,2000,Manufacturing,,82.0,United States,,,Manufacturing,United States,,True,D,M,1/1/1941 0:00,Young,William,,4/4/2023 5:01,Michigan,Midwest,1941.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1516,2000,Technology,,57.0,China,,,Technology,China,,True,D,M,12/29/1965 0:00,Zhang,Fan,,4/4/2023 5:01,,,1965.0,12.0,29.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,Technology,,57.0,China,,,Technology,China,,True,D,M,1/1/1966 0:00,Zhang,Shilong,,4/4/2023 5:01,,,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,Manufacturing,,73.0,China,,,Manufacturing,China,,True,D,M,12/1/1949 0:00,Zhang,Wanzhen,,4/4/2023 5:01,,,1949.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,Technology,,48.0,China,,,Technology,China,,True,D,M,6/1/1974 0:00,Zhao,Hongfei,,4/4/2023 5:01,,,1974.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,Energy,,46.0,China,,,Energy,China,,True,D,M,7/1/1976 0:00,Zhou,Jian,,4/4/2023 5:01,,,1976.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,Healthcare,,59.0,China,,,Healthcare,China,,True,U,M,1/1/1964 0:00,Zhu,Yiwen,,4/4/2023 5:01,,,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Diversified,,74.0,Chile,,,Diversified,Chile,,False,U,M,7/30/1948 0:00,Angelini Rossi,Roberto,,4/4/2023 5:01,,,1948.0,7.0,30.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
1575,1900,Energy,,56.0,Finland,,,Energy,Finland,,True,U,M,12/18/1966 0:00,Anttonen,Mika,,4/4/2023 5:01,,,1966.0,12.0,18.0,112.33,1.0,268761201365.0,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
1575,1900,Sports,,53.0,United States,,,Sports,United States,,True,N,M,9/7/1969 0:00,Blitzer,David,,4/4/2023 5:01,New York,Northeast,1969.0,9.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Finance & Investments,,87.0,Brazil,,,Finance & Investments,Brazil,,True,D,M,2/1/1936 0:00,Bozano,Julio,,4/4/2023 5:01,,,1936.0,2.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1575,1900,Energy,,55.0,Russia,,,Energy,Russia,,True,U,M,7/9/1967 0:00,Buinov,Nikolai,,4/4/2023 5:01,,,1967.0,7.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1575,1900,Fashion & Retail,,82.0,Italy,,,Fashion & Retail,Italy,,False,E,M,1/16/1941 0:00,Bulgari,Nicola,,4/4/2023 5:01,,,1941.0,1.0,16.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1575,1900,Fashion & Retail,,71.0,United States,,,Fashion & Retail,United States,,False,N,M,4/4/1952 0:00,Butt,Howard,,4/4/2023 5:01,Texas,South,1952.0,4.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Fashion & Retail,,56.0,China,,,Fashion & Retail,China,,True,D,M,7/18/1966 0:00,Che,Jianxing,,4/4/2023 5:01,,,1966.0,7.0,18.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,52.0,China,,,Manufacturing,China,,True,D,M,7/1/1970 0:00,Chen,Huxiong,,4/4/2023 5:01,,,1970.0,7.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Energy,,,China,,,Energy,China,,True,D,F,,Chen,Qiongxiang,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Technology,,57.0,China,,,Technology,China,,True,D,M,1/7/1966 0:00,Chen,Zhisong,,4/4/2023 5:01,,,1966.0,1.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Diversified,,,Thailand,,,Diversified,Thailand,,False,U,M,,Chiaravanond,Manas,,4/4/2023 5:01,,,,,,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1575,1900,Diversified,,74.0,Thailand,,,Diversified,Thailand,,False,R,M,10/21/1948 0:00,Chiravanond,Prathip,,4/4/2023 5:01,,,1948.0,10.0,21.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1575,1900,Food & Beverage,,60.0,United States,,,Food & Beverage,United States,,False,D,F,1/1/1963 0:00,Daitch,Alexandra,,4/4/2023 5:01,Connecticut,Northeast,1963.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Food & Beverage,,57.0,Spain,,,Food & Beverage,Spain,,False,U,F,1/1/1966 0:00,Daurella,Sol,,4/4/2023 5:01,,,1966.0,1.0,1.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1575,1900,Sports,,67.0,United States,,,Sports,United States,,False,N,M,5/18/1955 0:00,Davis,Mark,,4/4/2023 5:01,Nevada,West,1955.0,5.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Finance & Investments,,63.0,United States,,,Finance & Investments,United States,,True,E,M,5/22/1959 0:00,Dinan,James,,4/4/2023 5:01,New York,Northeast,1959.0,5.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Healthcare,,53.0,China,,,Healthcare,China,,True,D,M,,Dong,Fan,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Automotive,,,Germany,,,Automotive,Germany,,False,U,M,,Draexlmaier,Fritz,,4/4/2023 5:01,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1575,1900,Diversified,,73.0,Turkey,,,Diversified,Turkey,,False,U,M,12/25/1949 0:00,Eczacibasi,Bulent,,4/4/2023 5:01,,,1949.0,12.0,25.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,Diversified,,68.0,Turkey,,,Diversified,Turkey,,False,U,M,6/15/1954 0:00,Eczacibasi,Faruk,,4/4/2023 5:01,,,1954.0,6.0,15.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,Diversified,,90.0,Argentina,,,Diversified,Argentina,,True,U,M,12/4/1932 0:00,Eurnekian,Eduardo,,4/4/2023 5:01,,,1932.0,12.0,4.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
1575,1900,Real Estate,,65.0,Hong Kong,,,Real Estate,Hong Kong,,False,N,M,5/29/1957 0:00,Fong,David,,4/4/2023 5:01,,,1957.0,5.0,29.0,,,,,,,,,,,
1575,1900,Fashion & Retail,,59.0,China,,,Fashion & Retail,Canada,,True,D,M,11/1/1963 0:00,Guo,Zhenyu,,4/4/2023 5:01,,,1963.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,81.0,India,,,Manufacturing,India,,False,U,M,1/13/1942 0:00,Gupta,Surjit Kumar,,4/4/2023 5:01,,,1942.0,1.0,13.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Diversified,,39.0,Switzerland,,,Diversified,Norway,,False,D,F,1/1/1984 0:00,Hagen Kjos,Caroline,,4/4/2023 5:01,,,1984.0,1.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1575,1900,Finance & Investments,,81.0,Mexico,,,Finance & Investments,Mexico,,True,E,M,3/24/1942 0:00,Hernandez Ramirez,Roberto,,4/4/2023 5:01,,,1942.0,3.0,24.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1575,1900,Technology,,55.0,United States,,,Technology,United States,,True,D,M,8/5/1967 0:00,Hoffman,Reid,,4/4/2023 5:01,California,West,1967.0,8.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Manufacturing,,64.0,China,,,Manufacturing,China,,True,U,M,1/1/1959 0:00,Hu,Rongda,,4/4/2023 5:01,,,1959.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Real Estate,,63.0,United States,,,Real Estate,United States,,False,D,M,5/27/1959 0:00,Hughes,B. Wayne,,4/4/2023 5:01,Wyoming,South,1959.0,5.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Real Estate,,72.0,Hong Kong,,,Real Estate,Hong Kong,,True,D,M,7/1/1950 0:00,Hui,Wing Mau,,4/4/2023 5:01,,,1950.0,7.0,1.0,,,,,,,,,,,
1575,1900,Finance & Investments,,64.0,United States,,,Finance & Investments,United States,,True,U,M,2/9/1959 0:00,Kapnick,Scott,,4/4/2023 5:01,Florida,South,1959.0,2.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Finance & Investments,,77.0,United States,,,Finance & Investments,United States,,True,U,M,1/1/1946 0:00,Kayne,Richard,,4/4/2023 5:01,California,West,1946.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Finance & Investments,,45.0,United Kingdom,,,Finance & Investments,Poland,,False,U,F,7/30/1977 0:00,Kulczyk,Dominika,,4/4/2023 5:01,,,1977.0,7.0,30.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,Finance & Investments,,60.0,United States,,,Finance & Investments,United States,,True,U,M,7/19/1962 0:00,Lampert,Edward,,4/4/2023 5:01,Florida,South,1962.0,7.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Diversified,,,Thailand,,,Diversified,Thailand,,False,N,M,,Lamsam,Somsri,,4/4/2023 5:01,,,,,,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1575,1900,Food & Beverage,,85.0,United States,,,Food & Beverage,United States,,False,D,M,11/22/1937 0:00,Leprino,James,,4/4/2023 5:01,Colorado,West,1937.0,11.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Real Estate,,61.0,United States,,,Real Estate,United States,,True,E,M,11/21/1961 0:00,Lichtenstein,David,,4/4/2023 5:01,New York,Northeast,1961.0,11.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Real Estate,,56.0,China,,,Real Estate,Hong Kong,,True,E,M,10/1/1966 0:00,Lin,Dingqiang,,4/4/2023 5:01,,,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Food & Beverage,,69.0,United States,,,Food & Beverage,United States,,False,D,F,1/1/1954 0:00,MacMillan,Sarah,,4/4/2023 5:01,California,West,1954.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Telecom,,62.0,United Kingdom,,,Telecom,Zimbabwe,,True,D,M,1/29/1961 0:00,Masiyiwa,Strive,,4/4/2023 5:01,,,1961.0,1.0,29.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,Fashion & Retail,,89.0,Hong Kong,,,Fashion & Retail,United Kingdom,,True,D,M,5/23/1933 0:00,Miller,Robert,,4/4/2023 5:01,,,1933.0,5.0,23.0,,,,,,,,,,,
1575,1900,Technology,,55.0,United Kingdom,,,Technology,United Kingdom,,True,U,M,8/1/1967 0:00,Nixon,Simon,,4/4/2023 5:01,,,1967.0,8.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,Food & Beverage,,74.0,Japan,,,Food & Beverage,Japan,,True,U,M,7/1/1948 0:00,Ogawa,Kentaro,,4/4/2023 5:01,,,1948.0,7.0,1.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1575,1900,Manufacturing,,65.0,India,,,Manufacturing,India,,False,D,M,6/23/1957 0:00,Parekh,Ajay,,4/4/2023 5:01,,,1957.0,6.0,23.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Manufacturing,,84.0,India,,,Manufacturing,India,,False,D,M,4/17/1938 0:00,Parekh,Narendrakumar,,4/4/2023 5:01,,,1938.0,4.0,17.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Finance & Investments,,72.0,United States,,,Finance & Investments,United States,,False,D,F,8/13/1950 0:00,Pritzker,Jennifer,,4/4/2023 5:01,Illinois,Midwest,1950.0,8.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Fashion & Retail,,80.0,India,,,Fashion & Retail,India,,True,U,M,10/5/1942 0:00,Rajendran,G.,,4/4/2023 5:01,,,1942.0,10.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Manufacturing,,66.0,China,,,Manufacturing,China,,True,D,M,8/1/1956 0:00,Ren,Jianhua,,4/4/2023 5:01,,,1956.0,8.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Finance & Investments,,53.0,United States,,,Finance & Investments,United States,,True,E,M,10/21/1969 0:00,Robbins,Larry,,4/4/2023 5:01,New Jersey,Northeast,1969.0,10.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Construction & Engineering,,81.0,United States,,,Construction & Engineering,United States,,True,E,M,2/8/1942 0:00,Schar,Dwight,,4/4/2023 5:01,Florida,South,1942.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Energy,,,China,,,Energy,China,,True,U,M,,Shao,Jianxiong,,4/4/2023 5:01,,,,,,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,68.0,China,,,Manufacturing,China,,True,U,M,9/1/1954 0:00,Shao,Qinxiang,,4/4/2023 5:01,,,1954.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Technology,,60.0,China,,,Technology,United States,,True,D,M,1/1/1963 0:00,Shen,Hua,,4/4/2023 5:01,,,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,95.0,Taiwan,,,Manufacturing,Taiwan,,True,D,M,2/1/1928 0:00,Shi,Wen-long,,4/4/2023 5:01,,,1928.0,2.0,1.0,,,,,,,,,,,
1575,1900,Finance & Investments,,73.0,Indonesia,,,Finance & Investments,Indonesia,,True,D,M,2/26/1950 0:00,Sondakh,Peter,,4/4/2023 5:01,,,1950.0,2.0,26.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,Food & Beverage,,63.0,United States,,,Food & Beverage,United States,,False,D,F,1/1/1960 0:00,Stitzer,Lucy,,4/4/2023 5:01,Connecticut,Northeast,1960.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Diversified,,70.0,Philippines,,,Diversified,Philippines,,False,D,F,6/1/1952 0:00,Sy,Elizabeth,,4/4/2023 5:01,,,1952.0,6.0,1.0,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1575,1900,Manufacturing,,60.0,Indonesia,,,Manufacturing,Indonesia,,False,Split Family Fortune,M,9/17/1962 0:00,Tanoko,Hermanto,,4/4/2023 5:01,,,1962.0,9.0,17.0,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,Construction & Engineering,,64.0,Turkey,,,Construction & Engineering,Turkey,,False,U,M,5/24/1958 0:00,Tara,Mehmet Sinan,,4/4/2023 5:01,,,1958.0,5.0,24.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,Fashion & Retail,,76.0,Japan,,,Fashion & Retail,Japan,,True,D,M,2/6/1947 0:00,Uno,Masateru,,4/4/2023 5:01,,,1947.0,2.0,6.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1575,1900,Energy,,90.0,Greece,,,Energy,Greece,,True,U,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,,4/4/2023 5:01,,,1933.0,1.0,1.0,101.87,0.2,209852761469.0,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
1575,1900,Real Estate,,57.0,India,,,Real Estate,India,,False,D,M,2/18/1966 0:00,Virwani,Jitendra,,4/4/2023 5:01,,,1966.0,2.0,18.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,Real Estate,,67.0,China,,,Real Estate,China,,True,E,M,1/1/1956 0:00,Wang,Chaobin,,4/4/2023 5:01,,,1956.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Fashion & Retail,,91.0,China,,,Fashion & Retail,Taiwan,,True,D,M,12/1/1931 0:00,Wang,Ren-sheng,,4/4/2023 5:01,,,1931.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Food & Beverage,,80.0,United States,,,Food & Beverage,United States,,False,U,F,11/19/1942 0:00,Weber,Charlotte Colket,,4/4/2023 5:01,Florida,South,1942.0,11.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,Healthcare,,72.0,China,,,Healthcare,China,,False,D,F,1/1/1951 0:00,Xie,Juhua,,4/4/2023 5:01,,,1951.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,88.0,China,,,Manufacturing,China,,True,D,M,1/1/1935 0:00,Xu,Chuanhua,,4/4/2023 5:01,,,1935.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Finance & Investments,,65.0,Israel,,,Finance & Investments,Russia,,True,U,M,7/23/1957 0:00,Yushvaev,Gavril,,4/4/2023 5:01,,,1957.0,7.0,23.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1575,1900,Diversified,,68.0,China,,,Diversified,China,,True,D,M,12/26/1954 0:00,Zhang,Hongwei,,4/4/2023 5:01,,,1954.0,12.0,26.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,Manufacturing,,71.0,United States,,,Manufacturing,United States,,False,U,F,1/19/1952 0:00,Zucker,Anita,,4/4/2023 5:01,South Carolina,South,1952.0,1.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Technology,,43.0,Australia,,,Technology,Australia,,True,D,M,12/26/1979 0:00,Adams,Cameron,,4/4/2023 5:01,,,1979.0,12.0,26.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1647,1800,Fashion & Retail,,51.0,United Kingdom,,,Fashion & Retail,United Kingdom,,False,Split Family Fortune,M,3/4/1972 0:00,Adderley,Will,,4/4/2023 5:01,,,1972.0,3.0,4.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1647,1800,Diversified,,75.0,Qatar,,,Diversified,Qatar,,True,D,M,1/1/1948 0:00,Al Thani,Faisal Bin Qassim,,4/4/2023 5:01,,,1948.0,1.0,1.0,115.38,-0.7,183466208791.0,17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
1647,1800,Sports,,79.0,United States,,,Sports,United States,,True,E,M,6/30/1943 0:00,Alexander,Leslie,,4/4/2023 5:01,Texas,South,1943.0,6.0,30.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,Real Estate,,57.0,Japan,,,Real Estate,Japan,,True,D,M,10/29/1965 0:00,Arai,Masaaki,,4/4/2023 5:01,,,1965.0,10.0,29.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1647,1800,Fashion & Retail,,49.0,Italy,,,Fashion & Retail,Italy,,False,U,F,10/4/1973 0:00,Benetton,Sabrina,,4/4/2023 5:01,,,1973.0,10.0,4.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1647,1800,Technology,,59.0,India,,,Technology,India,,True,D,M,6/29/1963 0:00,Bikhchandani,Sanjeev,,4/4/2023 5:01,,,1963.0,6.0,29.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,Finance & Investments,,58.0,United States,,,Finance & Investments,United States,,True,E,M,7/4/1964 0:00,Biondi,O. Francis,,4/4/2023 5:01,New York,Northeast,1964.0,7.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
